Company_Name,Company_Rating,Company_Review,Company_Type,Company_Head_Quarter,Company_Old,Company_Employees
COSMO Infrasolut...,4.1,(78 Reviews),Jaipur + 10 more,23 years old,501-1k Employees (India),
Vidal Health Ins...,4.1,(78 Reviews),"Bangalore,Karnataka + 9 more",201-500 Employees (India),,
Emeritus Institu...,4.2,(78 Reviews),Private,"Singapore,Singapore + 2 more",8 years old,1k-5k Employees (India)
GO MO Group AB,4.2,(78 Reviews),Private,Kista,9 years old,11-50 Employees (India)
Baggit,3.7,(78 Reviews),Private,"Mumbai,Maharashtra + 16 more",34 years old,201-500 Employees (India)
Acrysil,3.8,(78 Reviews),Public,"Bhavnagar,Gujrat + 5 more",36 years old,201-500 Employees (India)
Devgiri Forgings,4.2,(78 Reviews),Private,Aurangabad + 4 more,38 years old,11-50 Employees (India)
Institute of Com...,4.3,(78 Reviews),Private,Kolkata + 29 more,24 years old,1-10 Employees (India)
German Remedies,4.4,(78 Reviews),Private,Mumbai + 18 more,74 years old,501-1k Employees (Global)
Minda Kyoraku,3.6,(78 Reviews),Public,Gurugram + 8 more,15 years old,51-200 Employees (India)
PSRI Hospital,4.0,(78 Reviews),Private,"Delhi/NCR,Delhi",27 years old,501-1k Employees (Global)
Sharda Cropchem,4.2,(78 Reviews),Public,"Mumbai,Maharashtra + 7 more",36 years old,201-500 Employees (India)
Pioneer Wincon,4.5,(78 Reviews),Private,"Chennai,Tamil Nadu + 12 more",27 years old,51-200 Employees (India)
WWICS Group,3.4,(78 Reviews),Private,Mohali + 13 more,30 years old,1k-5k Employees (India)
Chinmaya Vidyala...,4.2,(78 Reviews),NGO/NPO,"New Delhi,Delhi + 18 more",70 years old,51-200 Employees (India)
Motorola Mobilit...,4.0,(78 Reviews),Private,"Chicago,Illinois + 19 more",16 years old,1k-5k Employees (India)
The New Indian E...,3.7,(78 Reviews),Private,Chennai + 17 more,91 years old,51-200 Employees (India)
Absotherm Facili...,4.5,(78 Reviews),Private,Thane + 15 more,13 years old,5k-10k Employees (Global)
Quatrro Mortgage...,3.1,(78 Reviews),Private,Marietta + 2 more,17 years old,51-200 Employees (India)
Bharat BPO Servi...,4.2,(78 Reviews),Private,Noida + 8 more,17 years old,201-500 Employees (India)
UTI Mutual Fund,4.0,(78 Reviews),Private,Mumbai + 37 more,60 years old,1k-5k Employees (India)
LinkedIn,4.5,(78 Reviews),Private,"Sunnyvale,California + 3 more",20 years old,1k-5k Employees (India)
Polmon Instrumen...,3.7,(78 Reviews),Private,Hyderabad + 1 more,31 years old,51-200 Employees (India)
Jumbo Electronic...,3.2,(78 Reviews),Private,"Dubai,Dubai + 13 more",49 years old,51-200 Employees (India)
Medgenome Labs,3.5,(78 Reviews),Private,"Bangalore,Karnataka + 9 more",10 years old,201-500 Employees (India)
Birla Century,3.7,(78 Reviews),Private,Mumbai + 7 more,126 years old,1k-5k Employees (India)
Khivraj Motors,4.0,(78 Reviews),Private,"Chennai,Tamil Nadu + 5 more",62 years old,201-500 Employees (Global)
HM Group,4.5,(78 Reviews),Private,Bengaluru + 3 more,32 years old,51-200 Employees (India)
Swan Enterprises,2.8,(78 Reviews),Private,"Ludhiana,Punjab + 7 more",38 years old,1k-5k Employees (India)
PSG Hospitals,4.0,(78 Reviews),Tamil Nadu + 2 more,97 years old,11-50 Employees (India),
Simpolo Vitrifie...,3.6,(78 Reviews),Private,"Morbi,Gujarat + 18 more",46 years old,201-500 Employees (India)
ICSIL,4.2,(78 Reviews),Public,New Delhi,39 years old,1-10 Employees (India)
Sovereign Health,2.6,(78 Reviews),Private,San Clemente + 2 more,14 years old,51-200 Employees (India)
KLES Dr. Prabhak...,4.2,(78 Reviews),Belgaum + 4 more,27 years old,201-500 Employees (India),
Lapp India,3.8,(78 Reviews),Private,"Stuttgart,Baden-Württemberg + 8 more",27 years old,201-500 Employees (India)
Kyb Motorcycle S...,3.8,(78 Reviews),Private,Tokyo + 6 more,104 years old,51-200 Employees (India)
Atotech,3.9,(78 Reviews),Private,Berlin + 6 more,30 years old,201-500 Employees (India)
Hubtown,3.4,(78 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
Alghanim Industr...,4.0,(78 Reviews),Private,Sharq + 5 more,91 years old,501-1k Employees (India)
DMI,4.1,(78 Reviews),Private,Bethesda + 5 more,21 years old,1k-5k Employees (India)
NCL Alltek & Sec...,3.8,(78 Reviews),Private,Hyderabad + 12 more,34 years old,51-200 Employees (India)
Krishidhan Seeds,3.9,(78 Reviews),Private,"Jalna,Maharashtra + 17 more",27 years old,1-10 Employees (India)
Uttam Toyota,4.2,(78 Reviews),Private,"Ghaziabad,Uttar Pradesh + 3 more",23 years old,501-1k Employees (India)
Nath Bio - Genes,4.2,(78 Reviews),Public,Aurangabad + 12 more,44 years old,501-1k Employees (India)
Shreem Electrics,3.9,(78 Reviews),Public,Kolhapur + 18 more,47 years old,501-1k Employees (India)
Som Distilleries...,3.9,(78 Reviews),Private,Bhopal + 14 more,37 years old,501-1k Employees (India)
Binani Cement,4.1,(78 Reviews),Public,Mumbai + 14 more,27 years old,1k-5k Employees (Global)
Pratham Motors,4.0,(78 Reviews),Bangalore + 2 more,21 years old,201-500 Employees (India),
Uniproducts,3.9,(78 Reviews),Public,"Noida,Uttar Pradesh + 6 more",41 years old,51-200 Employees (India)
MIDLAND CREDIT M...,4.1,(78 Reviews),Private,San Diego,70 years old,1k-5k Employees (India)
20 Microns,3.8,(78 Reviews),Public,Vadodara + 6 more,36 years old,201-500 Employees (India)
Central Coalfiel...,4.2,(78 Reviews),Government,Ranchi + 3 more,48 years old,10k-50k Employees (Global)
Blue Dart Aviati...,3.8,(78 Reviews),Private,Chennai + 11 more,27 years old,1k-5k Employees (India)
Kingdom of Dream...,2.6,(78 Reviews),Private,Gurgaon + 1 more,13 years old,501-1k Employees (Global)
Volvo Buses,4.4,(78 Reviews),Private,Gothenburg + 9 more,96 years old,201-500 Employees (India)
Indian Synthetic...,4.0,(78 Reviews),Private,Noida + 3 more,13 years old,201-500 Employees (India)
Hind Rectifiers,3.5,(78 Reviews),Public,"Mumbai,Maharashtra + 5 more",65 years old,201-500 Employees (India)
Sara Suole,3.8,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",22 years old,501-1k Employees (India)
Pai Internationa...,4.2,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",23 years old,501-1k Employees (India)
Palsons Derma,3.7,(78 Reviews),Kolkata + 13 more,39 years old,51-200 Employees (India),
Kalindee Rail Ni...,4.1,(78 Reviews),Public,"Delhi/NCR,Delhi + 12 more",39 years old,1k-5k Employees (India)
Senvion,4.2,(78 Reviews),Private,"Hamburg,Hamburg + 9 more",6 years old,51-200 Employees (India)
MFX,3.7,(78 Reviews),Private,Morris Plains + 12 more,22 years old,501-1k Employees (India)
Neverskip,4.1,(78 Reviews),Private,Chennai + 16 more,15 years old,51-200 Employees (India)
Volvo Constructi...,4.2,(78 Reviews),Private,Gothenburg + 15 more,191 years old,1k-5k Employees (India)
NIC,4.0,(78 Reviews),Private,New Delhi + 24 more,47 years old,5k-10k Employees (India)
Hbk Contracting ...,4.4,(78 Reviews),Private,Doha + 3 more,53 years old,10k-50k Employees (India)
International C...,3.8,(78 Reviews),Hyderabad/Secunderabad + 5 more,1k-5k Employees (India),,
Kothari Agritech,4.1,(78 Reviews),Private,Pune + 18 more,26 years old,201-500 Employees (India)
Jawed Habib Hair...,4.0,(78 Reviews),Public,"Mumbai,Maharashtra + 22 more",17 years old,1k-5k Employees (India)
Arvind Techno En...,3.8,(78 Reviews),New Delhi + 17 more,45 years old,51-200 Employees (India),
Artson Engineeri...,4.1,(78 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",45 years old,201-500 Employees (India)
Ramdev Food Prod...,4.4,(78 Reviews),Ahmedabad + 13 more,58 years old,501-1k Employees (India),
KSK Mahanadi Pow...,4.1,(78 Reviews),Public,"Champa,Chhattisgarh + 3 more",22 years old,1k-5k Employees (India)
Aleor Dermaceuti...,3.7,(78 Reviews),Public,Vadodara + 2 more,7 years old,51-200 Employees (India)
Gromax Agri Equi...,3.8,(78 Reviews),Private,Vadodara + 11 more,63 years old,501-1k Employees (India)
CI Infotech,4.0,(78 Reviews),Private,New Delhi + 8 more,27 years old,51-200 Employees (India)
TRACKS AND TOWER...,4.3,(78 Reviews),Hyderabad + 16 more,40 years old,501-1k Employees (India),
Bayer Zydus Phar...,3.7,(78 Reviews),Private,Thane + 21 more,12 years old,501-1k Employees (India)
InfoVision Labs,4.2,(78 Reviews),Private,"Pune,Maharashtra + 2 more",9 years old,1k-5k Employees (India)
Belstar Microfin...,4.4,(78 Reviews),Chennai + 41 more,1k-5k Employees (India),,
SLAP,4.0,(78 Reviews),Anantapur + 7 more,11-50 Employees (Global),,
Risebird Talent ...,4.1,(78 Reviews),Bengaluru/Bangalore + 3 more,51-200 Employees (India),,
Decision Minds,4.6,(78 Reviews),Private,"Milpitas,California + 3 more",51-200 Employees (India),
Finecure Pharmac...,3.8,(78 Reviews),Public,"Ahmedabad,Gujarat + 4 more",18 years old,201-500 Employees (India)
ARK Infosolution...,3.9,(78 Reviews),Private,"Mumbai,Maharashtra + 9 more",11 years old,201-500 Employees (India)
Graphic Era Univ...,4.1,(78 Reviews),Private,Dehradun + 5 more,30 years old,501-1k Employees (India)
POSCO,4.1,(263 Reviews),Private,Pohang-si + 14 more,55 years old,51-200 Employees (India)
Sugal & Damani,4.0,(137 Reviews),Private,Gurugram + 9 more,34 years old,51-200 Employees (India)
InMobi,4.1,(110 Reviews),Private,"San Francisco,California + 2 more",16 years old,501-1k Employees (India)
Intuit,4.3,(79 Reviews),Private,"Mountain View,California + 3 more",18 years old,1k-5k Employees (India)
Corpone Staffing...,3.7,(77 Reviews),Private,Secunderabad + 5 more,18 years old,501-1k Employees (India)
HIDADA,3.6,(77 Reviews),Jeddah + 6 more,41 years old,11-50 Employees (India),
Kumar Properties,3.8,(77 Reviews),Private,"Pune,Maharashtra + 4 more",57 years old,501-1k Employees (Global)
SMARTe,3.5,(77 Reviews),Private,"Delhi,NCT + 7 more",9 years old,201-500 Employees (India)
Aress Software a...,3.3,(77 Reviews),Private,"Nasik/Nashik,Maharashtra + 2 more",24 years old,201-500 Employees (Global)
Acebright Pharma,3.2,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",29 years old,51-200 Employees (India)
Cartrade.com,4.0,(77 Reviews),Private,"Mumbai,Maharashtra + 13 more",14 years old,1k-5k Employees (India)
Kemwell Biopharm...,4.2,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",43 years old,1k-5k Employees (India)
P C CHANDRA JEWE...,4.0,(77 Reviews),Private,Kolkata + 16 more,84 years old,51-200 Employees (India)
International Pa...,4.4,(77 Reviews),Public,Hyderabad + 3 more,59 years old,10k-50k Employees (India)
Western Coalfiel...,4.3,(77 Reviews),Public,Nagpur + 11 more,48 years old,1 Lakh+ Employees (India)
Damac Properties,3.7,(77 Reviews),Private,Dubai + 3 more,21 years old,1k-5k Employees (Global)
Ellucian Higher ...,4.3,(77 Reviews),Private,"Reston,Virginia",12 years old,501-1k Employees (India)
Patel Motors,4.1,(77 Reviews),Private,Indore + 2 more,30 years old,11-50 Employees (India)
Gemini Consultin...,4.0,(77 Reviews),Private,"St Louis,Missouri + 5 more",13 years old,201-500 Employees (India)
NELCAST,3.8,(77 Reviews),Public,"Chennai,Tamil Nadu + 4 more",41 years old,501-1k Employees (India)
Unique Pharmaceu...,4.0,(77 Reviews),Private,Lagos + 8 more,36 years old,51-200 Employees (Global)
Navigators Softw...,4.0,(77 Reviews),Private,"Kolkata,West Bengal + 1 more",24 years old,51-200 Employees (India)
FLINTO LEARNING ...,2.7,(77 Reviews),Private,"Chennai,Tamil Nadu + 5 more",10 years old,51-200 Employees (India)
Ambuja Cement Fo...,4.2,(77 Reviews),Mumbai + 27 more,30 years old,51-200 Employees (India),
HGS TECHNOLOGIES,3.9,(77 Reviews),Bengaluru/Bangalore + 11 more,11-50 Employees (India),,
Ok Play,3.8,(77 Reviews),Public,"Delhi/NCR,Delhi + 13 more",30 years old,51-200 Employees (India)
Autohangar,4.1,(77 Reviews),Private,Mumbai + 2 more,32 years old,501-1k Employees (India)
Winjit Technolog...,3.7,(77 Reviews),Private,"Nashik,Maharashtra + 2 more",19 years old,201-500 Employees (India)
Global Upside,3.8,(77 Reviews),Private,San Jose + 2 more,24 years old,201-500 Employees (India)
Pegasus InfoCorp,3.0,(77 Reviews),Private,"Mumbai,Maharashtra + 6 more",20 years old,201-500 Employees (India)
Adaequare,4.2,(77 Reviews),Private,Chantilly + 2 more,22 years old,201-500 Employees (India)
SAN Engineering ...,3.9,(77 Reviews),Public,Bangalore + 7 more,54 years old,201-500 Employees (India)
Ramraj Cotton,3.9,(77 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 11 more",40 years old,201-500 Employees (India)
Opulentus Overse...,2.9,(77 Reviews),Private,Hyderabad + 8 more,22 years old,201-500 Employees (India)
Thermo Systems I...,4.1,(77 Reviews),Hyderabad + 12 more,18 years old,501-1k Employees (India),
Shivashakti Bio ...,3.8,(77 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 17 more",27 years old,1k-5k Employees (India)
Antraweb Technol...,4.3,(77 Reviews),Private,Mumbai + 2 more,31 years old,201-500 Employees (India)
Darwinbox,3.3,(77 Reviews),Private,"Hyderabad,Telangana + 6 more",8 years old,501-1k Employees (India)
Sonovision-Aetos,3.6,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka",17 years old,201-500 Employees (India)
SNS College of E...,4.8,(77 Reviews),Private,Coimbatore,201-500 Employees (India),
Huron Consulting...,4.1,(77 Reviews),Private,"Chicago,Illinois + 4 more",21 years old,501-1k Employees (India)
Indu Projects,4.1,(77 Reviews),Private,Hyderabad + 11 more,22 years old,1k-5k Employees (India)
PES Engineers,4.1,(77 Reviews),Private,Hyderabad + 9 more,42 years old,201-500 Employees (India)
Eye Q Vision,3.7,(77 Reviews),Private,"Gurgaon,Haryana + 14 more",17 years old,501-1k Employees (India)
Hyundai Steel,4.0,(77 Reviews),Private,Seoul + 5 more,13 years old,501-1k Employees (India)
Indus Health Plu...,3.5,(77 Reviews),Private,"Pune,Maharashtra + 11 more",23 years old,201-500 Employees (India)
Asia Motor Works,3.5,(77 Reviews),Private,Mumbai + 12 more,21 years old,1k-5k Employees (India)
JK Files,3.8,(77 Reviews),Private,Thane + 14 more,74 years old,51-200 Employees (India)
GlobeGround Indi...,4.1,(77 Reviews),Private,Bangalore + 7 more,24 years old,51-200 Employees (India)
Garuda Power,3.8,(77 Reviews),Private,Asansol + 10 more,14 years old,51-200 Employees (India)
S.k Educations,3.9,(77 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",24 years old,51-200 Employees (India)
BorgWarner Morse...,3.8,(77 Reviews),Auburn + 3 more,95 years old,201-500 Employees (India),
BetterPlace Safe...,3.8,(77 Reviews),Private,"Gronau,North Rhine-westphalia + 8 more",8 years old,201-500 Employees (India)
VBeyond Corporat...,4.1,(77 Reviews),Private,Hillsborough + 3 more,17 years old,201-500 Employees (India)
Nahars Engineeri...,3.4,(77 Reviews),Aurangabad + 3 more,44 years old,1k-5k Employees (Global),
Oliva Skin and H...,4.4,(77 Reviews),Private,"Hyderabad,Telangana + 7 more",14 years old,201-500 Employees (India)
PATH India,4.2,(77 Reviews),New Delhi + 20 more,51-200 Employees (India),,
AccSource KPO,4.2,(77 Reviews),Private,Sydney,15 years old,51-200 Employees (India)
Agilysys Technol...,3.5,(77 Reviews),Private,"Alpharetta,Georgia",60 years old,501-1k Employees (India)
Bullmen Realty,2.4,(77 Reviews),Private,"Noida,Uttar Pradesh + 9 more",8 years old,201-500 Employees (India)
Vigour Mobile,4.0,(77 Reviews),Private,Gurgaon + 15 more,9 years old,1k-5k Employees (India)
D A V School,4.4,(77 Reviews),Private,Chamba + 33 more,50k-1 Lakh Employees (India),
Desnor Destinati...,4.2,(77 Reviews),,,,
ABP Network,4.1,(77 Reviews),"Noida,Uttar Pradesh + 10 more",20 years old,1k-5k Employees (India),
Cherise India,4.9,(77 Reviews),"Mumbai,Maharashtra + 2 more",5k-10k Employees (India),,
Ola Foods,3.6,(77 Reviews),Bengaluru/Bangalore + 12 more,1k-5k Employees (India),,
DotPe,3.4,(77 Reviews),Private,"Gurgaon,Haryana + 5 more",4 years old,201-500 Employees (India)
Agon IT Solution...,4.4,(77 Reviews),51-200 Employees (India),,,
Realme,4.0,(77 Reviews),Gurgaon/Gurugram + 24 more,10k-50k Employees (India),,
Way2Online Inter...,3.6,(77 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",17 years old,501-1k Employees (India)
B.L. Agro Indust...,3.6,(77 Reviews),Bareilly + 9 more,,,
ServiceNow,4.0,(77 Reviews),Public,Santa Clara + 5 more,19 years old,1k-5k Employees (India)
Century Rayon,4.0,(77 Reviews),Private,"Mumbai,Maharashtra + 5 more",71 years old,201-500 Employees (India)
Srei Infrastruct...,4.4,(386 Reviews),Public,Kolkata + 26 more,38 years old,51-200 Employees (India)
Aero Club,3.9,(142 Reviews),Private,"Delhi/NCR,New Delhi + 20 more",96 years old,1k-5k Employees (India)
Centillion Solut...,3.9,(76 Reviews),Bengaluru + 24 more,17 years old,51-200 Employees (India),
Rcon Pune,3.4,(76 Reviews),Hyderabad + 17 more,21 years old,201-500 Employees (Global),
PeopleScout,3.5,(76 Reviews),"Chicago,Illinois + 1 more",31 years old,51-200 Employees (India),
YuppTV,4.2,(76 Reviews),Private,"Atlanta,Georgia + 1 more",17 years old,201-500 Employees (India)
IMCO Engineering...,4.6,(76 Reviews),Ahmadi + 5 more,53 years old,51-200 Employees (India),
Ingenero Technol...,4.4,(76 Reviews),Private,"Houston,Texas + 1 more",21 years old,201-500 Employees (India)
Government Polyt...,4.4,(76 Reviews),Private,Udhagamandalam + 37 more,41 years old,51-200 Employees (India)
ABIL Group,3.9,(76 Reviews),Private,"Pune,Maharashtra",44 years old,1k-5k Employees (India)
SIMA Labs,3.9,(76 Reviews),New Delhi + 5 more,35 years old,201-500 Employees (India),
Elkayem Auto Anc...,3.8,(76 Reviews),Hosur + 1 more,35 years old,51-200 Employees (India),
Dai Ichi,3.2,(76 Reviews),Public,"Mumbai,Maharashtra + 8 more",63 years old,501-1k Employees (India)
Motherson Molds ...,3.6,(76 Reviews),Private,Gurgaon + 5 more,17 years old,51-200 Employees (India)
Harsha Toyota,4.0,(76 Reviews),Public,Hyderabad + 6 more,86 years old,201-500 Employees (Global)
Genisys Informat...,3.5,(76 Reviews),Private,"London,England + 1 more",18 years old,501-1k Employees (India)
Volksoft Technol...,4.4,(76 Reviews),"Secunderabad,andhra Pradesh + 1 more",21 years old,11-50 Employees (India),
L&T Infrastructu...,3.9,(76 Reviews),Chennai + 27 more,501-1k Employees (India),,
AGROCEL INDUSTRI...,4.3,(76 Reviews),Mumbai + 6 more,38 years old,51-200 Employees (India),
Dolphin Sutures,4.7,(76 Reviews),Private,"Bengaluru,Karnataka + 5 more",29 years old,201-500 Employees (India)
Listenlights,3.7,(76 Reviews),Mumbai + 4 more,37 years old,51-200 Employees (Global),
Gateway Group,2.5,(76 Reviews),Private,"Ahmedabad,Gujarat + 3 more",26 years old,501-1k Employees (India)
Rays Power Infra,4.3,(76 Reviews),Private,"Jaipur,Rajasthan + 7 more",12 years old,201-500 Employees (India)
Convergent Wirel...,4.0,(76 Reviews),Private,Bengaluru + 17 more,22 years old,51-200 Employees (India)
Peekay Steel Cas...,4.3,(76 Reviews),Private,Calicut + 2 more,32 years old,201-500 Employees (India)
Modern Insulator...,3.8,(76 Reviews),Public,Sirohi + 5 more,38 years old,501-1k Employees (India)
Anabeeb,4.3,(76 Reviews),Dammam + 5 more,40 years old,1k-5k Employees (Global),
Tata Mutual Fund,3.5,(76 Reviews),Public,Mumbai + 26 more,29 years old,201-500 Employees (India)
